L1Seed,PileUp,Total,Prescale0,Fired0,
Count,-1,51750,1,51750,
Count,3.5,1410,1,1410,
Count,4.8,1364,1,1364,
Count,9.2,1428,1,1428,
Count,11.4,1390,1,1390,
Count,12.9,1392,1,1392,
Count,25.3,1389,1,1389,
Count,25.6,1421,1,1421,
Count,33,1410,1,1410,
Count,33.6,1445,1,1445,
Count,35.6,1376,1,1376,
Count,38.1,1359,1,1359,
Count,38.5,1380,1,1380,
Count,39.2,1143,1,1143,
Count,39.3,1484,1,1484,
Count,40.8,1449,1,1449,
Count,41.6,1391,1,1391,
Count,41.7,4200,1,4200,
Count,41.9,1443,1,1443,
Count,42,8145,1,8145,
Count,42.1,15209,1,15209,
Count,42.2,9730,1,9730,
Count,42.3,5612,1,5612,
Count,42.4,8335,1,8335,
Count,42.5,8384,1,8384,
Count,42.6,11132,1,11132,
Count,42.7,6942,1,6942,
Count,42.8,7001,1,7001,
Count,42.9,6927,1,6927,
Count,43,2843,1,2843,
Count,43.1,2873,1,2873,
Count,43.2,5671,1,5671,
Count,43.3,4222,1,4222,
Count,43.4,6972,1,6972,
Count,43.5,1360,1,1360,
Count,43.6,5569,1,5569,
Count,43.7,2809,1,2809,
Count,43.8,4121,1,4121,
Count,43.9,1398,1,1398,
Count,44,4157,1,4157,
Count,44.1,4194,1,4194,
Count,44.2,2667,1,2667,
Count,44.3,1411,1,1411,
Count,44.4,5590,1,5590,
Count,44.5,2761,1,2761,
Count,44.6,4993,1,4993,
Count,44.7,1502,1,1502,
Count,44.8,8365,1,8365,
Count,44.9,4225,1,4225,
Count,45,2764,1,2764,
Count,45.1,2868,1,2868,
Count,45.2,3036,1,3036,
Count,45.3,4246,1,4246,
Count,45.4,2853,1,2853,
Count,45.5,5519,1,5519,
Count,45.6,1346,1,1346,
Count,45.7,2840,1,2840,
Count,45.8,5604,1,5604,
Count,45.9,4143,1,4143,
Count,46,1377,1,1377,
Count,46.1,5589,1,5589,
Count,46.2,4150,1,4150,
Count,46.3,7005,1,7005,
Count,46.4,2910,1,2910,
Count,46.5,4246,1,4246,
Count,46.6,6958,1,6958,
Count,46.7,5610,1,5610,
Count,46.8,5673,1,5673,
Count,46.9,4280,1,4280,
Count,47,5545,1,5545,
Count,47.1,4157,1,4157,
Count,47.2,8375,1,8375,
Count,47.3,6962,1,6962,
Count,47.4,6833,1,6833,
Count,47.5,5683,1,5683,
Count,47.6,6832,1,6832,
Count,47.7,4243,1,4243,
Count,47.8,3347,1,3347,
Count,47.9,3902,1,3902,
Count,48,2792,1,2792,
Count,48.1,4300,1,4300,
Count,48.2,1383,1,1383,
Count,48.3,2821,1,2821,
Count,48.4,2937,1,2937,
Count,48.5,2671,1,2671,
