L1Seed,PileUp,Total,Prescale0,Fired0,
L1APhysics,45.1,1402,1,3,
L1APhysics,45.2,4088,1,10,
L1APhysics,45.3,1378,1,4,
L1APhysics,45.4,5457,1,22,
L1APhysics,45.5,1434,1,5,
L1APhysics,45.7,8431,1,31,
L1APhysics,45.8,4189,1,8,
L1APhysics,45.9,4115,1,13,
L1APhysics,46,2825,1,8,
L1APhysics,46.1,4103,1,8,
L1APhysics,46.2,2756,1,12,
L1APhysics,46.4,5600,1,20,
L1APhysics,46.5,2751,1,11,
L1APhysics,46.6,4202,1,10,
L1APhysics,46.7,1428,1,8,
L1APhysics,46.8,1366,1,5,
L1APhysics,46.9,4204,1,11,
L1APhysics,47,2814,1,13,
L1APhysics,47.1,5693,1,11,
L1APhysics,47.2,6975,1,27,
L1APhysics,47.3,6800,1,25,
L1APhysics,47.4,2790,1,8,
L1APhysics,47.5,5481,1,13,
L1APhysics,47.6,4317,1,11,
L1APhysics,47.7,2768,1,10,
L1APhysics,47.8,2838,1,9,
L1APhysics,47.9,1348,1,2,
L1APhysics,48,4232,1,13,
L1APhysics,48.1,4135,1,18,
L1APhysics,48.2,5605,1,19,
L1APhysics,48.3,9762,1,31,
L1APhysics,48.4,6921,1,22,
L1APhysics,48.5,2692,1,11,
L1APhysics,48.6,2710,1,7,
L1APhysics,48.7,2820,1,9,
L1APhysics,48.8,2717,1,9,
L1APhysics,48.9,2805,1,14,
L1APhysics,49,1427,1,2,
L1APhysics,49.1,1366,1,7,
L1APhysics,49.2,2834,1,11,
L1APhysics,49.4,4151,1,20,
L1APhysics,49.5,1413,1,2,
L1APhysics,49.6,2774,1,9,
L1APhysics,49.7,2910,1,12,
L1APhysics,49.8,2741,1,10,
L1APhysics,49.9,2258,1,17,
L1APhysics,50,2791,1,8,
L1APhysics,50.1,1368,1,3,
L1APhysics,50.2,1322,1,3,
L1APhysics,50.3,2706,1,9,
L1APhysics,50.4,2751,1,4,
L1APhysics,50.5,2795,1,13,
L1APhysics,50.6,4170,1,14,
L1APhysics,50.7,6934,1,26,
L1APhysics,50.8,1381,1,6,
L1APhysics,50.9,6940,1,18,
L1APhysics,51,2854,1,8,
L1APhysics,51.2,2828,1,5,
L1APhysics,51.3,1323,1,7,
L1APhysics,51.4,1384,1,2,
L1APhysics,51.5,1379,1,6,
L1APhysics,51.8,1080,1,3,
L1APhysics,52.3,2784,1,8,
L1APhysics,52.4,1389,1,8,
L1APhysics,52.5,1387,1,8,
L1APhysics,52.6,2824,1,7,
L1APhysics,52.7,2756,1,6,
L1APhysics,52.8,1415,1,8,
L1_AlwaysTrue,-1,42133,0,0,
L1_AlwaysTrue,2.7,1209,0,0,
L1_AlwaysTrue,2.9,958,0,0,
L1_AlwaysTrue,3.1,2340,0,0,
L1_AlwaysTrue,4.8,1180,0,0,
L1_AlwaysTrue,5.4,1304,0,0,
L1_AlwaysTrue,10.3,1024,0,0,
L1_AlwaysTrue,14.7,1213,0,0,
L1_AlwaysTrue,17.3,1430,0,0,
L1_AlwaysTrue,17.4,1467,0,0,
L1_AlwaysTrue,18,1239,0,0,
L1_AlwaysTrue,20.4,1471,0,0,
L1_AlwaysTrue,20.7,1443,0,0,
L1_AlwaysTrue,28.5,1352,0,0,
L1_AlwaysTrue,28.8,4152,0,0,
L1_AlwaysTrue,29,1325,0,0,
L1_AlwaysTrue,29.4,1407,0,0,
L1_AlwaysTrue,30.7,1393,0,0,
L1_AlwaysTrue,34.1,8429,0,0,
L1_AlwaysTrue,34.2,6970,0,0,
L1_AlwaysTrue,34.3,8471,0,0,
L1_AlwaysTrue,34.4,2500,0,0,
L1_AlwaysTrue,34.6,8185,0,0,
L1_AlwaysTrue,34.7,8487,0,0,
L1_AlwaysTrue,34.8,5592,0,0,
L1_AlwaysTrue,34.9,11126,0,0,
L1_AlwaysTrue,35,8406,0,0,
L1_AlwaysTrue,35.1,7008,0,0,
L1_AlwaysTrue,35.2,8539,0,0,
L1_AlwaysTrue,35.3,8242,0,0,
L1_AlwaysTrue,35.4,8547,0,0,
L1_AlwaysTrue,35.5,4155,0,0,
L1_AlwaysTrue,35.6,9741,0,0,
L1_AlwaysTrue,35.7,8380,0,0,
L1_AlwaysTrue,35.8,8405,0,0,
L1_AlwaysTrue,35.9,5601,0,0,
L1_AlwaysTrue,36,11137,0,0,
L1_AlwaysTrue,36.1,9802,0,0,
L1_AlwaysTrue,36.2,9832,0,0,
L1_AlwaysTrue,36.3,2887,0,0,
L1_AlwaysTrue,36.4,9794,0,0,
L1_AlwaysTrue,36.5,9789,0,0,
L1_AlwaysTrue,36.6,6880,0,0,
L1_AlwaysTrue,36.7,8365,0,0,
L1_AlwaysTrue,36.8,5615,0,0,
L1_AlwaysTrue,36.9,4254,0,0,
L1_AlwaysTrue,37,11297,0,0,
L1_AlwaysTrue,37.2,6969,0,0,
L1_AlwaysTrue,37.3,5668,0,0,
L1_AlwaysTrue,37.4,8247,0,0,
L1_AlwaysTrue,37.5,4279,0,0,
L1_AlwaysTrue,37.6,7003,0,0,
L1_AlwaysTrue,37.7,7000,0,0,
L1_AlwaysTrue,37.8,8358,0,0,
L1_AlwaysTrue,37.9,5549,0,0,
L1_AlwaysTrue,38,8349,0,0,
L1_AlwaysTrue,38.1,5711,0,0,
L1_AlwaysTrue,38.2,5630,0,0,
L1_AlwaysTrue,38.3,8319,0,0,
L1_AlwaysTrue,38.4,5549,0,0,
L1_AlwaysTrue,38.5,5629,0,0,
L1_AlwaysTrue,38.6,7038,0,0,
L1_AlwaysTrue,38.7,8325,0,0,
L1_AlwaysTrue,38.8,7130,0,0,
L1_AlwaysTrue,38.9,5500,0,0,
L1_AlwaysTrue,39,6984,0,0,
L1_AlwaysTrue,39.1,2870,0,0,
L1_AlwaysTrue,39.2,9796,0,0,
L1_AlwaysTrue,39.3,5591,0,0,
L1_AlwaysTrue,39.4,7068,0,0,
L1_AlwaysTrue,39.5,5475,0,0,
L1_AlwaysTrue,39.6,5530,0,0,
L1_AlwaysTrue,39.7,8414,0,0,
L1_AlwaysTrue,39.8,8421,0,0,
L1_AlwaysTrue,39.9,11164,0,0,
L1_AlwaysTrue,40,8369,0,0,
L1_AlwaysTrue,40.1,8360,0,0,
L1_AlwaysTrue,40.2,5635,0,0,
L1_AlwaysTrue,40.3,4129,0,0,
L1_AlwaysTrue,40.4,5173,0,0,
L1_AlwaysTrue,40.5,11305,0,0,
L1_AlwaysTrue,40.6,15622,0,0,
L1_AlwaysTrue,40.7,19689,0,0,
L1_AlwaysTrue,40.8,11133,0,0,
L1_AlwaysTrue,40.9,9758,0,0,
L1_AlwaysTrue,41,8419,0,0,
L1_AlwaysTrue,41.1,9855,0,0,
L1_AlwaysTrue,41.2,8440,0,0,
L1_AlwaysTrue,41.3,8331,0,0,
L1_AlwaysTrue,41.4,12084,0,0,
L1_AlwaysTrue,41.5,5582,0,0,
L1_AlwaysTrue,41.6,6952,0,0,
L1_AlwaysTrue,41.7,10744,0,0,
L1_AlwaysTrue,41.8,5625,0,0,
L1_AlwaysTrue,41.9,12479,0,0,
L1_AlwaysTrue,42,6892,0,0,
L1_AlwaysTrue,42.1,10651,0,0,
L1_AlwaysTrue,42.2,11832,0,0,
L1_AlwaysTrue,42.3,7187,0,0,
L1_AlwaysTrue,42.4,8321,0,0,
L1_AlwaysTrue,42.5,9833,0,0,
L1_AlwaysTrue,42.6,8332,0,0,
L1_AlwaysTrue,42.7,6949,0,0,
L1_AlwaysTrue,42.8,6981,0,0,
L1_AlwaysTrue,42.9,9628,0,0,
L1_AlwaysTrue,43,11068,0,0,
L1_AlwaysTrue,43.1,7859,0,0,
L1_AlwaysTrue,43.2,2823,0,0,
L1_AlwaysTrue,43.3,6980,0,0,
L1_AlwaysTrue,43.4,12646,0,0,
L1_AlwaysTrue,43.5,2755,0,0,
L1_AlwaysTrue,43.6,1400,0,0,
L1_AlwaysTrue,43.7,5567,0,0,
L1_AlwaysTrue,43.8,4211,0,0,
L1_AlwaysTrue,43.9,5479,0,0,
L1_AlwaysTrue,44,5529,0,0,
L1_AlwaysTrue,44.1,5518,0,0,
L1_AlwaysTrue,44.2,1429,0,0,
L1_AlwaysTrue,44.3,2863,0,0,
L1_AlwaysTrue,44.4,1366,0,0,
L1_AlwaysTrue,44.5,5606,0,0,
L1_AlwaysTrue,44.6,4152,0,0,
L1_AlwaysTrue,44.7,4298,0,0,
L1_AlwaysTrue,44.8,4187,0,0,
L1_AlwaysTrue,44.9,1406,0,0,
L1_AlwaysTrue,45,4192,0,0,
L1_AlwaysTrue,45.1,1402,0,0,
L1_AlwaysTrue,45.2,4088,0,0,
L1_AlwaysTrue,45.3,1378,0,0,
L1_AlwaysTrue,45.4,5457,0,0,
L1_AlwaysTrue,45.5,1434,0,0,
L1_AlwaysTrue,45.7,8431,0,0,
L1_AlwaysTrue,45.8,4189,0,0,
L1_AlwaysTrue,45.9,4115,0,0,
L1_AlwaysTrue,46,2825,0,0,
L1_AlwaysTrue,46.1,4103,0,0,
L1_AlwaysTrue,46.2,2756,0,0,
L1_AlwaysTrue,46.4,5600,0,0,
L1_AlwaysTrue,46.5,2751,0,0,
L1_AlwaysTrue,46.6,4202,0,0,
L1_AlwaysTrue,46.7,1428,0,0,
L1_AlwaysTrue,46.8,1366,0,0,
L1_AlwaysTrue,46.9,4204,0,0,
L1_AlwaysTrue,47,2814,0,0,
L1_AlwaysTrue,47.1,5693,0,0,
L1_AlwaysTrue,47.2,6975,0,0,
L1_AlwaysTrue,47.3,6800,0,0,
L1_AlwaysTrue,47.4,2790,0,0,
L1_AlwaysTrue,47.5,5481,0,0,
L1_AlwaysTrue,47.6,4317,0,0,
L1_AlwaysTrue,47.7,2768,0,0,
L1_AlwaysTrue,47.8,2838,0,0,
L1_AlwaysTrue,47.9,1348,0,0,
L1_AlwaysTrue,48,4232,0,0,
L1_AlwaysTrue,48.1,4135,0,0,
L1_AlwaysTrue,48.2,5605,0,0,
L1_AlwaysTrue,48.3,9762,0,0,
L1_AlwaysTrue,48.4,6921,0,0,
L1_AlwaysTrue,48.5,2692,0,0,
L1_AlwaysTrue,48.6,2710,0,0,
L1_AlwaysTrue,48.7,2820,0,0,
L1_AlwaysTrue,48.8,2717,0,0,
L1_AlwaysTrue,48.9,2805,0,0,
L1_AlwaysTrue,49,1427,0,0,
L1_AlwaysTrue,49.1,1366,0,0,
L1_AlwaysTrue,49.2,2834,0,0,
L1_AlwaysTrue,49.4,4151,0,0,
L1_AlwaysTrue,49.5,1413,0,0,
L1_AlwaysTrue,49.6,2774,0,0,
L1_AlwaysTrue,49.7,2910,0,0,
L1_AlwaysTrue,49.8,2741,0,0,
L1_AlwaysTrue,49.9,2258,0,0,
L1_AlwaysTrue,50,2791,0,0,
L1_AlwaysTrue,50.1,1368,0,0,
L1_AlwaysTrue,50.2,1322,0,0,
L1_AlwaysTrue,50.3,2706,0,0,
L1_AlwaysTrue,50.4,2751,0,0,
L1_AlwaysTrue,50.5,2795,0,0,
L1_AlwaysTrue,50.6,4170,0,0,
L1_AlwaysTrue,50.7,6934,0,0,
L1_AlwaysTrue,50.8,1381,0,0,
L1_AlwaysTrue,50.9,6940,0,0,
L1_AlwaysTrue,51,2854,0,0,
L1_AlwaysTrue,51.2,2828,0,0,
L1_AlwaysTrue,51.3,1323,0,0,
L1_AlwaysTrue,51.4,1384,0,0,
L1_AlwaysTrue,51.5,1379,0,0,
L1_AlwaysTrue,51.8,1080,0,0,
L1_AlwaysTrue,52.2,1263,0,0,
L1_AlwaysTrue,52.3,2784,0,0,
L1_AlwaysTrue,52.4,1389,0,0,
L1_AlwaysTrue,52.5,1387,0,0,
L1_AlwaysTrue,52.6,2824,0,0,
L1_AlwaysTrue,52.7,2756,0,0,
L1_AlwaysTrue,52.8,1415,0,0,
L1_BPTX_AND_Ref1_VME,-1,42133,0,0,
L1_BPTX_AND_Ref1_VME,2.7,1209,0,0,
L1_BPTX_AND_Ref1_VME,2.9,958,0,0,
L1_BPTX_AND_Ref1_VME,3.1,2340,0,0,
L1_BPTX_AND_Ref1_VME,4.8,1180,0,0,
L1_BPTX_AND_Ref1_VME,5.4,1304,0,0,
L1_BPTX_AND_Ref1_VME,10.3,1024,0,0,
L1_BPTX_AND_Ref1_VME,14.7,1213,0,0,
L1_BPTX_AND_Ref1_VME,17.3,1430,0,0,
L1_BPTX_AND_Ref1_VME,17.4,1467,0,0,
L1_BPTX_AND_Ref1_VME,18,1239,0,0,
L1_BPTX_AND_Ref1_VME,20.4,1471,0,0,
L1_BPTX_AND_Ref1_VME,20.7,1443,0,0,
L1_BPTX_AND_Ref1_VME,28.5,1352,0,0,
L1_BPTX_AND_Ref1_VME,28.8,4152,0,0,
L1_BPTX_AND_Ref1_VME,29,1325,0,0,
L1_BPTX_AND_Ref1_VME,29.4,1407,0,0,
L1_BPTX_AND_Ref1_VME,30.7,1393,0,0,
L1_BPTX_AND_Ref1_VME,34.1,8429,0,0,
L1_BPTX_AND_Ref1_VME,34.2,6970,0,0,
L1_BPTX_AND_Ref1_VME,34.3,8471,0,0,
L1_BPTX_AND_Ref1_VME,34.4,2500,0,0,
L1_BPTX_AND_Ref1_VME,34.6,8185,0,0,
L1_BPTX_AND_Ref1_VME,34.7,8487,0,0,
L1_BPTX_AND_Ref1_VME,34.8,5592,0,0,
L1_BPTX_AND_Ref1_VME,34.9,11126,0,0,
L1_BPTX_AND_Ref1_VME,35,8406,0,0,
L1_BPTX_AND_Ref1_VME,35.1,7008,0,0,
L1_BPTX_AND_Ref1_VME,35.2,8539,0,0,
L1_BPTX_AND_Ref1_VME,35.3,8242,0,0,
L1_BPTX_AND_Ref1_VME,35.4,8547,0,0,
L1_BPTX_AND_Ref1_VME,35.5,4155,0,0,
L1_BPTX_AND_Ref1_VME,35.6,9741,0,0,
L1_BPTX_AND_Ref1_VME,35.7,8380,0,0,
L1_BPTX_AND_Ref1_VME,35.8,8405,0,0,
L1_BPTX_AND_Ref1_VME,35.9,5601,0,0,
L1_BPTX_AND_Ref1_VME,36,11137,0,0,
L1_BPTX_AND_Ref1_VME,36.1,9802,0,0,
L1_BPTX_AND_Ref1_VME,36.2,9832,0,0,
L1_BPTX_AND_Ref1_VME,36.3,2887,0,0,
L1_BPTX_AND_Ref1_VME,36.4,9794,0,0,
L1_BPTX_AND_Ref1_VME,36.5,9789,0,0,
L1_BPTX_AND_Ref1_VME,36.6,6880,0,0,
L1_BPTX_AND_Ref1_VME,36.7,8365,0,0,
L1_BPTX_AND_Ref1_VME,36.8,5615,0,0,
L1_BPTX_AND_Ref1_VME,36.9,4254,0,0,
L1_BPTX_AND_Ref1_VME,37,11297,0,0,
L1_BPTX_AND_Ref1_VME,37.2,6969,0,0,
L1_BPTX_AND_Ref1_VME,37.3,5668,0,0,
L1_BPTX_AND_Ref1_VME,37.4,8247,0,0,
L1_BPTX_AND_Ref1_VME,37.5,4279,0,0,
L1_BPTX_AND_Ref1_VME,37.6,7003,0,0,
L1_BPTX_AND_Ref1_VME,37.7,7000,0,0,
L1_BPTX_AND_Ref1_VME,37.8,8358,0,0,
L1_BPTX_AND_Ref1_VME,37.9,5549,0,0,
L1_BPTX_AND_Ref1_VME,38,8349,0,0,
L1_BPTX_AND_Ref1_VME,38.1,5711,0,0,
L1_BPTX_AND_Ref1_VME,38.2,5630,0,0,
L1_BPTX_AND_Ref1_VME,38.3,8319,0,0,
L1_BPTX_AND_Ref1_VME,38.4,5549,0,0,
L1_BPTX_AND_Ref1_VME,38.5,5629,0,0,
L1_BPTX_AND_Ref1_VME,38.6,7038,0,0,
L1_BPTX_AND_Ref1_VME,38.7,8325,0,0,
L1_BPTX_AND_Ref1_VME,38.8,7130,0,0,
L1_BPTX_AND_Ref1_VME,38.9,5500,0,0,
L1_BPTX_AND_Ref1_VME,39,6984,0,0,
L1_BPTX_AND_Ref1_VME,39.1,2870,0,0,
L1_BPTX_AND_Ref1_VME,39.2,9796,0,0,
L1_BPTX_AND_Ref1_VME,39.3,5591,0,0,
L1_BPTX_AND_Ref1_VME,39.4,7068,0,0,
L1_BPTX_AND_Ref1_VME,39.5,5475,0,0,
L1_BPTX_AND_Ref1_VME,39.6,5530,0,0,
L1_BPTX_AND_Ref1_VME,39.7,8414,0,0,
L1_BPTX_AND_Ref1_VME,39.8,8421,0,0,
L1_BPTX_AND_Ref1_VME,39.9,11164,0,0,
L1_BPTX_AND_Ref1_VME,40,8369,0,0,
L1_BPTX_AND_Ref1_VME,40.1,8360,0,0,
L1_BPTX_AND_Ref1_VME,40.2,5635,0,0,
L1_BPTX_AND_Ref1_VME,40.3,4129,0,0,
L1_BPTX_AND_Ref1_VME,40.4,5173,0,0,
L1_BPTX_AND_Ref1_VME,40.5,11305,0,0,
L1_BPTX_AND_Ref1_VME,40.6,15622,0,0,
L1_BPTX_AND_Ref1_VME,40.7,19689,0,0,
L1_BPTX_AND_Ref1_VME,40.8,11133,0,0,
L1_BPTX_AND_Ref1_VME,40.9,9758,0,0,
