L1Seed,PileUp,Total,Prescale0,Fired0,
Count,-1,71637,1,71637,
Count,4.7,1405,1,1405,
Count,5.7,1393,1,1393,
Count,8.2,1416,1,1416,
Count,9.7,1427,1,1427,
Count,11.9,1402,1,1402,
Count,13.6,1446,1,1446,
Count,16.3,1407,1,1407,
Count,19.7,1437,1,1437,
Count,25.9,1410,1,1410,
Count,26,1344,1,1344,
Count,26.3,1442,1,1442,
Count,26.9,1386,1,1386,
Count,28.9,1343,1,1343,
Count,29.2,4213,1,4213,
Count,29.3,2758,1,2758,
Count,29.4,12716,1,12716,
Count,29.5,13241,1,13241,
Count,29.6,12495,1,12495,
Count,29.7,5617,1,5617,
Count,29.8,2889,1,2889,
Count,29.9,8380,1,8380,
Count,30,5717,1,5717,
Count,30.1,6277,1,6277,
Count,30.2,5626,1,5626,
Count,30.3,5553,1,5553,
Count,30.4,9827,1,9827,
Count,30.5,13974,1,13974,
Count,30.6,7008,1,7008,
Count,31,2812,1,2812,
Count,31.1,8511,1,8511,
Count,31.2,6950,1,6950,
Count,31.3,5610,1,5610,
Count,31.4,5562,1,5562,
Count,31.5,11197,1,11197,
Count,31.6,8602,1,8602,
Count,31.7,6929,1,6929,
Count,31.8,5487,1,5487,
Count,31.9,8538,1,8538,
Count,32,9715,1,9715,
Count,32.1,5521,1,5521,
Count,32.2,9741,1,9741,
Count,32.3,5624,1,5624,
Count,32.4,11308,1,11308,
Count,32.5,9750,1,9750,
Count,32.6,5606,1,5606,
Count,32.7,6989,1,6989,
Count,32.8,5696,1,5696,
Count,32.9,8405,1,8405,
Count,33,5463,1,5463,
Count,33.1,9695,1,9695,
Count,33.2,6915,1,6915,
Count,33.3,11409,1,11409,
Count,33.4,7083,1,7083,
Count,33.5,5462,1,5462,
Count,33.6,8308,1,8308,
Count,33.7,7177,1,7177,
Count,33.8,7018,1,7018,
Count,33.9,7052,1,7052,
Count,34,7062,1,7062,
Count,34.1,4132,1,4132,
Count,34.2,9661,1,9661,
Count,34.3,6961,1,6961,
Count,34.4,7036,1,7036,
Count,34.5,6346,1,6346,
Count,34.6,5691,1,5691,
Count,34.7,5744,1,5744,
Count,34.8,6926,1,6926,
Count,34.9,7052,1,7052,
Count,35,5577,1,5577,
Count,35.1,8470,1,8470,
Count,35.2,6991,1,6991,
Count,35.3,2832,1,2832,
Count,35.4,1482,1,1482,
Count,35.5,5530,1,5530,
Count,35.6,6915,1,6915,
Count,35.7,4172,1,4172,
Count,35.8,6974,1,6974,
Count,35.9,7139,1,7139,
Count,36,4624,1,4624,
Count,36.1,5702,1,5702,
Count,36.2,7032,1,7032,
Count,36.3,12492,1,12492,
Count,36.4,5498,1,5498,
Count,36.5,10714,1,10714,
Count,36.6,4222,1,4222,
Count,36.7,9899,1,9899,
Count,36.8,11137,1,11137,
Count,36.9,11071,1,11071,
Count,37,11243,1,11243,
Count,37.1,8398,1,8398,
Count,37.2,4212,1,4212,
Count,37.3,4228,1,4228,
Count,37.4,4204,1,4204,
Count,37.5,2754,1,2754,
Count,37.6,11280,1,11280,
Count,37.7,6922,1,6922,
Count,37.8,12708,1,12708,
Count,37.9,5624,1,5624,
Count,38,4169,1,4169,
Count,38.1,4192,1,4192,
Count,38.2,5689,1,5689,
Count,38.3,7094,1,7094,
Count,38.4,4218,1,4218,
Count,38.5,4203,1,4203,
Count,38.6,5531,1,5531,
Count,38.7,4165,1,4165,
Count,38.8,4173,1,4173,
Count,39.2,4738,1,4738,
Count,39.3,4315,1,4315,
Count,39.4,4180,1,4180,
Count,39.5,4087,1,4087,
Count,39.6,5632,1,5632,
Count,39.8,13962,1,13962,
Count,39.9,12648,1,12648,
Count,40,1350,1,1350,
Count,40.1,6189,1,6189,
Count,40.2,7141,1,7141,
Count,40.3,6627,1,6627,
Count,40.4,4106,1,4106,
Count,40.5,3607,1,3607,
Count,40.6,4223,1,4223,
Count,40.7,4241,1,4241,
Count,40.8,2713,1,2713,
Count,40.9,6965,1,6965,
Count,41,5643,1,5643,
Count,41.1,6964,1,6964,
Count,41.2,8419,1,8419,
Count,41.3,5728,1,5728,
Count,41.4,1369,1,1369,
Count,41.5,4134,1,4134,
Count,41.6,7056,1,7056,
Count,41.7,5678,1,5678,
Count,41.8,12531,1,12531,
Count,41.9,9452,1,9452,
Count,42,13855,1,13855,
Count,42.1,7107,1,7107,
Count,42.2,8293,1,8293,
Count,42.3,5437,1,5437,
Count,42.4,9460,1,9460,
Count,42.5,7077,1,7077,
Count,42.6,6987,1,6987,
Count,42.7,5686,1,5686,
Count,42.8,4260,1,4260,
Count,42.9,4169,1,4169,
Count,43,2907,1,2907,
Count,43.1,4206,1,4206,
Count,43.2,4276,1,4276,
Count,43.3,4260,1,4260,
Count,43.4,2840,1,2840,
Count,43.5,2809,1,2809,
Count,43.6,1854,1,1854,
Count,43.7,2759,1,2759,
Count,43.8,1438,1,1438,
Count,43.9,2209,1,2209,
Count,44,5105,1,5105,
Count,44.1,4179,1,4179,
Count,44.2,9636,1,9636,
Count,44.3,8412,1,8412,
Count,44.4,11223,1,11223,
Count,44.5,7149,1,7149,
Count,44.6,5551,1,5551,
Count,44.7,3400,1,3400,
Count,44.8,8398,1,8398,
Count,44.9,1403,1,1403,
Count,45.1,1385,1,1385,
Count,45.3,1459,1,1459,
Count,45.4,2901,1,2901,
Count,45.5,1391,1,1391,
L1APhysics,-1,71637,1,89,
L1APhysics,4.7,1405,1,4,
L1APhysics,5.7,1393,1,2,
L1APhysics,8.2,1416,1,3,
L1APhysics,9.7,1427,1,1,
L1APhysics,11.9,1402,1,2,
L1APhysics,13.6,1446,1,2,
L1APhysics,16.3,1407,1,4,
L1APhysics,19.7,1437,1,2,
L1APhysics,25.9,1410,1,2,
L1APhysics,26,1344,1,7,
L1APhysics,26.3,1442,1,3,
L1APhysics,26.9,1386,1,2,
L1APhysics,28.9,1343,1,2,
L1APhysics,29.2,4213,1,8,
L1APhysics,29.3,2758,1,3,
L1APhysics,29.4,12716,1,28,
L1APhysics,29.5,13241,1,25,
L1APhysics,29.6,12495,1,22,
L1APhysics,29.7,5617,1,11,
L1APhysics,29.8,2889,1,7,
L1APhysics,29.9,8380,1,17,
L1APhysics,30,5717,1,3,
L1APhysics,30.1,6277,1,12,
L1APhysics,30.2,5626,1,11,
L1APhysics,30.3,5553,1,5,
L1APhysics,30.4,9827,1,14,
L1APhysics,30.5,13974,1,23,
L1APhysics,30.6,7008,1,12,
L1APhysics,31,2812,1,4,
L1APhysics,31.1,8511,1,16,
L1APhysics,31.2,6950,1,10,
L1APhysics,31.3,5610,1,7,
L1APhysics,31.4,5562,1,10,
L1APhysics,31.5,11197,1,31,
L1APhysics,31.6,8602,1,19,
L1APhysics,31.7,6929,1,11,
L1APhysics,31.8,5487,1,16,
L1APhysics,31.9,8538,1,11,
L1APhysics,32,9715,1,21,
L1APhysics,32.1,5521,1,8,
L1APhysics,32.2,9741,1,13,
L1APhysics,32.3,5624,1,6,
L1APhysics,32.4,11308,1,20,
L1APhysics,32.5,9750,1,23,
L1APhysics,32.6,5606,1,9,
L1APhysics,32.7,6989,1,17,
L1APhysics,32.8,5696,1,10,
L1APhysics,32.9,8405,1,21,
L1APhysics,33,5463,1,9,
L1APhysics,33.1,9695,1,21,
L1APhysics,33.2,6915,1,16,
L1APhysics,33.3,11409,1,28,
L1APhysics,33.4,7083,1,11,
L1APhysics,33.5,5462,1,11,
L1APhysics,33.6,8308,1,20,
L1APhysics,33.7,7177,1,19,
L1APhysics,33.8,7018,1,14,
L1APhysics,33.9,7052,1,11,
L1APhysics,34,7062,1,15,
L1APhysics,34.1,4132,1,7,
L1APhysics,34.2,9661,1,22,
L1APhysics,34.3,6961,1,16,
L1APhysics,34.4,7036,1,11,
L1APhysics,34.5,6346,1,14,
L1APhysics,34.6,5691,1,6,
L1APhysics,34.7,5744,1,10,
L1APhysics,34.8,6926,1,9,
L1APhysics,34.9,7052,1,16,
L1APhysics,35,5577,1,11,
L1APhysics,35.1,8470,1,29,
L1APhysics,35.2,6991,1,10,
L1APhysics,35.3,2832,1,6,
L1APhysics,35.4,1482,1,6,
L1APhysics,35.5,5530,1,10,
L1APhysics,35.6,6915,1,15,
L1APhysics,35.7,4172,1,16,
L1APhysics,35.8,6974,1,17,
L1APhysics,35.9,7139,1,13,
L1APhysics,36,4624,1,6,
L1APhysics,36.1,5702,1,15,
L1APhysics,36.2,7032,1,15,
L1APhysics,36.3,12492,1,24,
L1APhysics,36.4,5498,1,8,
L1APhysics,36.5,10714,1,20,
L1APhysics,36.6,4222,1,16,
L1APhysics,36.7,9899,1,29,
L1APhysics,36.8,11137,1,31,
L1APhysics,36.9,11071,1,23,
L1APhysics,37,11243,1,33,
L1APhysics,37.1,8398,1,13,
L1APhysics,37.2,4212,1,9,
L1APhysics,37.3,4228,1,10,
L1APhysics,37.4,4204,1,9,
L1APhysics,37.5,2754,1,7,
L1APhysics,37.6,11280,1,29,
L1APhysics,37.7,6922,1,17,
L1APhysics,37.8,12708,1,27,
L1APhysics,37.9,5624,1,11,
L1APhysics,38,4169,1,10,
L1APhysics,38.1,4192,1,3,
L1APhysics,38.2,5689,1,16,
L1APhysics,38.3,7094,1,17,
L1APhysics,38.4,4218,1,10,
L1APhysics,38.5,4203,1,12,
L1APhysics,38.6,5531,1,11,
L1APhysics,38.7,4165,1,5,
L1APhysics,38.8,4173,1,15,
L1APhysics,39.2,4738,1,13,
L1APhysics,39.3,4315,1,14,
L1APhysics,39.4,4180,1,11,
L1APhysics,39.5,4087,1,14,
L1APhysics,39.6,5632,1,15,
L1APhysics,39.8,13962,1,37,
L1APhysics,39.9,12648,1,31,
L1APhysics,40,1350,1,4,
L1APhysics,40.1,6189,1,18,
L1APhysics,40.2,7141,1,13,
L1APhysics,40.3,6627,1,11,
L1APhysics,40.4,4106,1,5,
L1APhysics,40.5,3607,1,9,
L1APhysics,40.6,4223,1,12,
L1APhysics,40.7,4241,1,16,
L1APhysics,40.8,2713,1,4,
L1APhysics,40.9,6965,1,28,
L1APhysics,41,5643,1,23,
L1APhysics,41.1,6964,1,18,
L1APhysics,41.2,8419,1,24,
L1APhysics,41.3,5728,1,13,
L1APhysics,41.4,1369,1,5,
L1APhysics,41.5,4134,1,7,
L1APhysics,41.6,7056,1,16,
L1APhysics,41.7,5678,1,16,
L1APhysics,41.8,12531,1,30,
L1APhysics,41.9,9452,1,25,
L1APhysics,42,13855,1,39,
L1APhysics,42.1,7107,1,12,
L1APhysics,42.2,8293,1,22,
L1APhysics,42.3,5437,1,18,
L1APhysics,42.4,9460,1,25,
L1APhysics,42.5,7077,1,15,
L1APhysics,42.6,6987,1,15,
L1APhysics,42.7,5686,1,12,
L1APhysics,42.8,4260,1,13,
L1APhysics,42.9,4169,1,9,
L1APhysics,43,2907,1,8,
L1APhysics,43.1,4206,1,11,
L1APhysics,43.2,4276,1,9,
L1APhysics,43.3,4260,1,16,
L1APhysics,43.4,2840,1,7,
L1APhysics,43.5,2809,1,6,
L1APhysics,43.6,1854,1,5,
L1APhysics,43.7,2759,1,8,
L1APhysics,43.8,1438,1,9,
L1APhysics,43.9,2209,1,6,
L1APhysics,44,5105,1,18,
L1APhysics,44.1,4179,1,17,
L1APhysics,44.2,9636,1,29,
L1APhysics,44.3,8412,1,28,
L1APhysics,44.4,11223,1,29,
L1APhysics,44.5,7149,1,22,
L1APhysics,44.6,5551,1,21,
L1APhysics,44.7,3400,1,13,
L1APhysics,44.8,8398,1,23,
L1APhysics,44.9,1403,1,7,
L1APhysics,45.1,1385,1,3,
L1APhysics,45.3,1459,1,1,
L1APhysics,45.4,2901,1,7,
L1APhysics,45.5,1391,1,3,
L1_AlwaysTrue,-1,71637,0,0,
L1_AlwaysTrue,4.7,1405,0,0,
